,,4refs,,,,2refs,,,,8refs,,,,5refs,,,,3refs,,,,1refs,,,,gold,,,,7refs,,,,6refs,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
1,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,11,8,0.8084427767354598,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
0,1,0.8285714285714287,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,0,1,0.8285714285714287,ORDERED with align,6,6,0.6102941176470589,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
3,0,0.9999999999999998,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9983579638752054,ORDERED with align,3,1,0.9983579638752054,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.9838461538461538,ORDERED with align,2,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,8,1,0.9945054945054945,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,1,0.9636363636363635,ORDERED with align,3,2,0.9912424740010948,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,3,0.6821465428276574,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,1,0.9833333333333333,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,1,0.9956043956043955,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,1,0.9956043956043955,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
4,2,0.9729323308270676,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,2,0.01818181818181818,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,1,0.9761904761904763,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
7,5,0.940493124703651,ORDERED with align,7,5,0.940493124703651,ORDERED with align,6,2,0.9841156946420103,ORDERED with align,6,0,0.9999999999999999,ORDERED with align,7,5,0.940493124703651,ORDERED with align,7,5,0.940493124703651,ORDERED with align,4,4,0.9718869365928188,ORDERED with align,6,2,0.9841156946420103,ORDERED with align,7,5,0.940493124703651,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,3,0.9792207792207792,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,1,0.9761904761904763,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.8972332015810277,ORDERED with align,3,0,1.0,ORDERED with align
4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,4,1,0.9516129032258066,ORDERED with align,4,0,1.0,ORDERED with align,2,1,0.8035714285714284,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,3,0.977387318563789,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,7,0.931372549019608,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,6,5,0.9381499726327313,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
2,1,0.8035714285714284,ORDERED with align,2,1,0.8035714285714284,ORDERED with align,2,1,0.8035714285714284,ORDERED with align,3,2,0.8678571428571429,ORDERED with align,3,2,0.8678571428571429,ORDERED with align,2,0,1.0,ORDERED with align,13,5,0.8249576510446077,ORDERED with align,2,1,0.8035714285714284,ORDERED with align,2,1,0.8035714285714284,ORDERED with align
5,0,1.0,ORDERED with align,4,1,0.9736842105263157,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,4,1,0.9982456140350877,ORDERED with align,6,4,0.8982456140350877,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,,,,,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,0,1,0.9285714285714287,ORDERED with align,0,1,0.9761904761904763,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,1,0.8684615384615384,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9492307692307692,ORDERED with align,,,,,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,1,0.9954887218045112,ORDERED with align
2,1,0.9664224664224663,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,1,0.9664224664224663,ORDERED with align,2,1,0.9963369963369964,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,,,,,2,1,0.9664224664224663,ORDERED with align,2,1,0.9664224664224663,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,1,0.9988706945228685,ORDERED with align,1,1,0.9988706945228685,ORDERED with align,1,1,0.9988706945228685,ORDERED with align,1,1,0.9988706945228685,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,1,1,0.9988706945228685,ORDERED with align,1,1,0.9988706945228685,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,0,1,0.8571428571428572,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,1,0.9909774436090225,ORDERED with align,3,0,1.0,ORDERED with align,2,1,0.9909774436090225,ORDERED with align,2,1,0.9849624060150375,ORDERED with align,2,1,0.9849624060150375,ORDERED with align,3,0,1.0,ORDERED with align,,,,,2,1,0.9849624060150375,ORDERED with align,2,1,0.9849624060150375,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
5,1,0.75,ORDERED with align,3,1,0.8333333333333333,ORDERED with align,2,1,0.8333333333333333,ORDERED with align,3,0,1.0,ORDERED with align,5,1,0.75,ORDERED with align,3,1,0.8333333333333333,ORDERED with align,,,,,2,1,0.8333333333333333,ORDERED with align,4,1,0.75,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,,,,,1,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
4,1,0.9163449163449164,ORDERED with align,6,3,0.9159663865546219,ORDERED with align,4,1,0.9163449163449164,ORDERED with align,6,3,0.9159663865546219,ORDERED with align,5,1,0.972972972972973,ORDERED with align,5,3,0.9045045045045046,ORDERED with align,,,,,5,1,0.972972972972973,ORDERED with align,6,3,0.9159663865546219,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,3,0,0.9999999999999998,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,3,0,0.9999999999999998,ORDERED with align
4,1,0.5000000000000001,ORDERED with align,2,1,0.6428571428571429,ORDERED with align,4,1,0.5000000000000001,ORDERED with align,4,1,0.5000000000000001,ORDERED with align,1,0,1.0,ORDERED with align,2,1,0.6428571428571429,ORDERED with align,,,,,4,1,0.5000000000000001,ORDERED with align,4,1,0.5000000000000001,ORDERED with align
2,1,0.9805194805194805,ORDERED with align,3,0,1.0,ORDERED with align,2,1,0.9805194805194805,ORDERED with align,2,1,0.9805194805194805,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9774436090225563,ORDERED with align,,,,,3,1,0.9909774436090225,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,,,,,1,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align
0,1,0.9727272727272729,ORDERED with align,0,1,0.9727272727272729,ORDERED with align,0,1,0.9727272727272729,ORDERED with align,0,1,0.9727272727272729,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,,,,,0,1,0.9727272727272729,ORDERED with align,0,1,0.9727272727272729,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,,,,,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
0,1,0.9727272727272729,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,,,,,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,,,,,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,2,0.9678571428571429,ORDERED with align,,,,,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
5,2,0.9972649572649572,ORDERED with align,4,1,0.9963369963369964,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,5,2,0.9972649572649572,ORDERED with align,5,2,0.9972649572649572,ORDERED with align,5,1,0.9897435897435896,ORDERED with align,,,,,3,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align
0,1,0.996103896103896,ORDERED with align,0,1,0.996103896103896,ORDERED with align,0,1,0.996103896103896,ORDERED with align,0,1,0.996103896103896,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.9849624060150375,ORDERED with align,,,,,0,1,0.996103896103896,ORDERED with align,0,1,0.996103896103896,ORDERED with align
4,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,,,,,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
4,1,0.8636363636363636,ORDERED with align,2,1,0.8636363636363636,ORDERED with align,3,2,0.6454545454545455,ORDERED with align,3,2,0.6454545454545455,ORDERED with align,2,1,0.8636363636363636,ORDERED with align,2,1,0.8636363636363636,ORDERED with align,,,,,2,1,0.8636363636363636,ORDERED with align,2,1,0.8636363636363636,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
4,1,0.8960043787629994,ORDERED with align,4,1,0.994526546250684,ORDERED with align,5,2,0.9912424740010948,ORDERED with align,5,2,0.9912424740010948,ORDERED with align,5,2,0.9912424740010948,ORDERED with align,4,1,0.994526546250684,ORDERED with align,,,,,4,1,0.9994526546250683,ORDERED with align,4,1,0.9994526546250683,ORDERED with align
2,2,0.4716202270381837,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9975490196078433,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,1,0.9975490196078433,ORDERED with align,,,,,1,0,1.0,ORDERED with align,2,2,0.4716202270381837,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.9736263736263736,ORDERED with align,4,3,0.6395604395604396,ORDERED with align,4,3,0.6395604395604396,ORDERED with align,1,0,1.0,ORDERED with align,,,,,3,1,0.9736263736263736,ORDERED with align,4,3,0.6395604395604396,ORDERED with align
3,2,0.9507692307692308,ORDERED with align,1,2,0.87,ORDERED with align,3,2,0.9507692307692308,ORDERED with align,3,2,0.9507692307692308,ORDERED with align,4,3,0.9623076923076924,ORDERED with align,4,3,0.9623076923076924,ORDERED with align,,,,,3,2,0.9507692307692308,ORDERED with align,4,3,0.9623076923076924,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,1,0.9790209790209792,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,0,1,0.9790209790209792,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,,,,,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
4,2,0.8389328063241107,ORDERED with align,4,1,0.9901185770750988,ORDERED with align,4,1,0.9901185770750988,ORDERED with align,4,1,0.9901185770750988,ORDERED with align,4,1,0.9901185770750988,ORDERED with align,5,1,0.9887069452286844,ORDERED with align,,,,,4,2,0.9624505928853755,ORDERED with align,4,1,0.9901185770750988,ORDERED with align
4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,,,,,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
5,1,0.9926470588235295,ORDERED with align,5,1,0.9926470588235295,ORDERED with align,5,1,0.9926470588235295,ORDERED with align,5,1,0.9926470588235295,ORDERED with align,3,1,0.9984962406015038,ORDERED with align,5,1,0.9926470588235295,ORDERED with align,,,,,5,1,0.9926470588235295,ORDERED with align,5,1,0.9926470588235295,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,,,,,0,1,0.990909090909091,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,3,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,1,0.8041958041958043,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,,,,,3,1,0.8041958041958043,ORDERED with align,3,1,0.8041958041958043,ORDERED with align
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,,,,,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
3,1,0.6978021978021978,ORDERED with align,2,0,1.0,ORDERED with align,3,1,0.8417582417582418,ORDERED with align,3,1,0.8417582417582418,ORDERED with align,3,1,0.6978021978021978,ORDERED with align,2,0,1.0,ORDERED with align,,,,,3,1,0.6978021978021978,ORDERED with align,3,1,0.8417582417582418,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,3,1,0.9597069597069596,ORDERED with align,2,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,,,,,2,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999998,ORDERED with align
